"ID","Name","LocalizedName","ID","AttachPoint","TargetIds","AppType","Property","Val1","Val2","Enchantment","Curve"
"","","","0053f189","","","Set","NPCAmmoList","00000000",0,"",""
"","","","0053f189","","","Set","Ammo","005439b0 / V96_1_SuppressionSyringerAmmo",1,"{'id': '005439b0', 'name': 'V96_1_SuppressionSyringerAmmo', 'full': 'Vault 96 Suppression Syringe', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '0001f277', 'name': 'Projectile10mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",""
"","","","0053f189","","","MullAdd","ConIronSights",-0.4,0.0,"",""
"","","","0053f189","","","MullAdd","RecoilMaxDegree",-0.15,0.0,"",""
"","","","0053f189","","","MullAdd","RecoilMinDegree",-0.15,0.0,"",""
"","","","0053f189","","","MullAdd","APCost",0.1,0.0,"",""
"","","","0053f189","","","MullAdd","Weight",0.5,0.0,"",""
"","","","0053f189","","","MullAdd","Value",0.2,0.0,"",""
"","","","0053f189","","","Add","Enchantments","0053e9ad",1,"{'id': '0053e9ad', 'name': 'V96_1_EnchSuppression_I', 'full': 'V96_1_EnchSuppression_I', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '0053e9b2', 'name': 'V96_1_SuppressionEffect_Weapon', 'full': 'V96 Suppression Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 7, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0053e9b2', 'name': 'V96_1_SuppressionEffect_Weapon', 'full': 'V96 Suppression Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","0053f189","","","Add","Keywords","0004f62c / remapNode",2,"",""
"","","","0053f189","","","Add","Keywords","0053f18a / dn_HasBarrel_Syringer_V96_1_Suppression",2,"",""
"","","","0053f189","","","Add","Keywords","001cc46a / UnscrappableObject",2,"",""
"","","","0053f189","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","0053f189","","","Add","Keywords","0010fdf9 / UndetachableMod",2,"",""
"","","","0053f189","","","Add","Keywords","003c2dff / UncraftableObject",2,"",""
"0054e327","ATX_mod_44_Weapon_Paint_4th_July","","0054e327","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0018871f_ma_44"
"","","","0054e327","","","Set","MaterialSwaps","0054a60e",3,"",""
"","","","0054e327","","","Add","Keywords","00557a2f / ATX_dn_Weapon_Ranged_July4th",2,"",""
"0054e323","ATX_mod_SingleActionArmy_Paint_4th_July","American Paint","0054e323","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0000e103_ma_SingleActionRevolver"
"","","","0054e323","","","Set","MaterialSwaps","0054a620",3,"",""
"","","","0054e323","","","Add","Keywords","00557a2f / ATX_dn_Weapon_Ranged_July4th",2,"",""
"0054e329","ATX_mod_WesternRevolver_Paint_4th_July","American Paint","0054e329","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00114418_DLC04_ma_Revolver"
"","","","0054e329","","","Set","MaterialSwaps","0054ed4a",3,"",""
"","","","0054e329","","","Add","Keywords","00557a2f / ATX_dn_Weapon_Ranged_July4th",2,"",""
"0054a390","_PARENT_mod_WEAPON_Ultracite_Spinner","TEMPLATE:  UltraciteGun Spinner","0054a390","0002249d_ap_gun_Barrel","000b974f_ma_TEMPLATE"
"","","","0054a390","","","Set","IsAutomatic",1,1,"",""
"","","","0054a390","","","MullAdd","Speed",0.2,0.0,"",""
"","","","0054a390","","","Add","ZoomDataCameraOffsetZ",1.42,0.0,"",""
"","","","0054a390","","","Add","Keywords","00099833 / AnimsLaserBarrelRapid",2,"",""
"","","","0054a390","","","Add","Keywords","0009983e / dn_HasBarrelSpinning",2,"",""
"","","","0054a390","","","Add","Keywords","000a191c / s_30_Auto",2,"",""
"","","","0054a390","","","Add","Keywords","0012ecf1 / remapNode_C-Rotor_P-Rotor",2,"",""
"","","","0054a390","","","Add","Keywords","0004a0a2 / WeaponTypeAutomatic",2,"",""
"0054a172","mod_GaussPistol_SCOPE_Glowsight_Base","Standard Glow Sights","0054a172","00022499_ap_gun_Scope","0054a171_ma_GaussPistol"
"","","","005249e4","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","005249e4","","","MullAdd","APCost",-0.075,0.0,"",""
"","","","005249e4","","","MullAdd","SightedTransition",-0.05,0.0,"",""
"","","","005249e4","","","MullAdd","Weight",0.013,0.0,"",""
"","","","005249e4","","","MullAdd","Value",0.1,0.0,"",""
"","","","005249e4","","","Add","Keywords","0012eceb / remapNode_RearSight_P-Dot",2,"",""
"","","","005249e4","","","Add","Keywords","00163050 / dn_HasScope_GlowSights",2,"",""
"","","","005249e4","","","Add","Keywords","0016304f / dn_HasScope_IronSights",2,"",""
"0054a17a","POST_mod_GaussPistol_Magazine_Grenade","Grenade Magazine","0054a17a","0005d4d7_ap_gun_Mag","0054a171_ma_GaussPistol"
"","","","0054a17a","","","Add","Keywords","005690f9 / AnimsGrenadeMag",2,"",""
"0054a17b","mod_GaussPistol_Magazine_Base","Standard Magazine","0054a17b","0005d4d7_ap_gun_Mag","0054a171_ma_GaussPistol"
"","","","0054a17b","","","Add","Keywords","00163047 / dn_HasMag_Small",2,"",""
"0054a174","mod_GaussPistol_SCOPE_reflex_Base","Reflex Sights","0054a174","00022499_ap_gun_Scope","0054a171_ma_GaussPistol"
"","","","005249e6","","","Set","ZoomFOVMult",1.5,0.0,"",""
"","","","005249e6","","","MullAdd","ConIronSights",-0.15,0.0,"",""
"","","","005249e6","","","MullAdd","APCost",-0.15,0.0,"",""
"","","","005249e6","","","MullAdd","SightedTransition",-0.1,0.0,"",""
"","","","005249e6","","","MullAdd","Weight",0.05,0.0,"",""
"","","","005249e6","","","MullAdd","Value",0.25,0.0,"",""
"","","","005249e6","","","Add","Keywords","0009430e / dn_HasScope_ReflexSight",2,"",""
"0054a175","mod_GaussPistol_SCOPE_Ironsights_Base","Standard Sights","0054a175","00022499_ap_gun_Scope","0054a171_ma_GaussPistol"
"0054a176","mod_GaussPistol_Barrel_Energy","Energy Barrel","0054a176","0002249d_ap_gun_Barrel","0054a171_ma_GaussPistol"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","0054a176","","","MullAdd","Value",0.3,0.0,"",""
"0054a170","mod_GaussPistol_Barrel_Suppressed","Suppressed Barrel","0054a170","0002249d_ap_gun_Barrel","0054a171_ma_GaussPistol"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0027ac19","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","0027ac19","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","0027ac19","","","MullAdd","MaxRange",-1.5,0.0,"",""
"","","","0027ac19","","","MullAdd","MinRange",-0.75,0.0,"",""
"","","","0027ac19","","","MullAdd","Weight",0.125,0.0,"",""
"","","","0027ac19","","","MullAdd","Value",0.8,0.0,"",""
"","","","0027ac19","","","MullAdd","RecoilShotsForRunaway",0.5,0.0,"",""
"","","","0027ac19","","","Add","Durability",-8,0,"",""
"","","","0027ac19","","","Add","Keywords","00054a67 / s_20_Silenced",2,"",""
"","","","0027ac19","","","Add","Keywords","0016304e / dn_HasMuzzle_Suppressor",2,"",""
"","","","0027ac19","","","Add","Keywords","001e05d6 / HasSilencer",2,"",""
"","","","0054a170","","","Set","SoundLevel",2.802596928649634e-45,0.0,"",""
"","","","0054a170","","","Set","OverrideProjectile","005916aa / ProjectileGaussPistolSupressor",1,"{'id': '005916aa', 'name': 'ProjectileGaussPistolSupressor', 'full': 'Bullets', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '0022e05d', 'name': 'ExplosionGaussImpact', 'enchantment': '', 'damage_mult': 0.15000000596046448, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 20.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",""
"0054a178","mod_GaussPistol_Magazine_Ammo","Drum Magazine","0054a178","0005d4d7_ap_gun_Mag","0054a171_ma_GaussPistol"
"","","","00524410","","","MullAdd","APCost",0.1,0.0,"",""
"","","","00524410","","","MullAdd","ReloadSpeed",-0.2,0.0,"",""
"","","","00524410","","","MullAdd","SightedTransition",0.03,0.0,"",""
"","","","00524410","","","MullAdd","Weight",0.15,0.0,"",""
"","","","00524410","","","MullAdd","AmmoCapacity",0.5,0.0,"",""
"","","","00524410","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524410","","","Add","Durability",-3,0,"",""
"","","","0054a178","","","Add","Keywords","005690f8 / AnimsDrumMag",2,"",""
"","","","0054a178","","","Add","Keywords","001c5ab9 / dn_HasMag_ExtraLarge",2,"",""
"0054a173","mod_GaussPistol_Barrel_Short_Standard","Standard Short Barrel","0054a173","0002249d_ap_gun_Barrel","0054a171_ma_GaussPistol"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"0054a179","mod_GaussPistol_Barrel_Short_Recoil-HipAccuracy","Aligned Short Barrel","0054a179","0002249d_ap_gun_Barrel","0054a171_ma_GaussPistol"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"005415a8","zzzmod_GatlingGun_Magazine_Medium_Babylon","Invalid Item","005415a8","0005d4d7_ap_gun_Mag","00180c3f_ma_GatlingGun"
"0053861e","ATX_mod_Flamer_Weapon_Paint_Fireman","Fireman Paint","0053861e","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00148432_ma_Flamer"
"","","","0053861e","","","Set","MaterialSwaps","00483318",3,"",""
"","","","0053861e","","","Add","Keywords","0053861f / ATX_dn_Flamer_Fireman",2,"",""
"005380c7","ATX_mod_Minigun_Weapon_Paint_Gilded","","005380c7","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00123688_ma_Minigun"
"","","","005380c7","","","Set","MaterialSwaps","00535df5",3,"",""
"","","","005380c7","","","Add","Keywords","00538617 / ATX_dn_Minigun_Lucilles_Lullaby",2,"",""
"005380c6","ATX_mod_LeverGun_Weapon_Paint_Pioneer","Pioneer Scout Paint","005380c6","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0011149f_DLC03_ma_LeverGun"
"","","","005380c6","","","Set","MaterialSwaps","00537ebf",3,"",""
"","","","005380c6","","","Add","Keywords","00538616 / ATX_dn_Weapon_Ranged_PioneerScout",2,"",""
"00537b4d","ATX_mod_PumpActionShotgun_Weapon_Paint_FirstResp","First Responder Paint","00537b4d","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0012dbb6_ma_PumpActionShotgun"
"","","","00537b4d","","","Set","MaterialSwaps","00535e04",3,"",""
"","","","00537b4d","","","Add","Keywords","00537b4c / dn_HasMaterial_ATX_Responders",2,"",""
"00537b44","ATX_mod_Pickaxe_Melee_Paint_Shark","Shark Paint","00537b44","001a001e_ap_melee_Appearance","005117b1_ma_Melee_Appearance / 0000283b_ma_Pickaxe"
"","","","00537b44","","","Set","MaterialSwaps","00536360",3,"",""
"","","","00537b44","","","Add","Keywords","00537b4a / dn_HasMaterial_ATX_Pickaxe_Shark",2,"",""
"00537b43","ATX_mod_Pickaxe_Melee_Paint_Gilded","Gilded Paint","00537b43","001a001e_ap_melee_Appearance","005117b1_ma_Melee_Appearance / 0000283b_ma_Pickaxe"
"","","","00537b43","","","Set","MaterialSwaps","0053635f",3,"",""
"","","","00537b43","","","Add","Keywords","00537b49 / dn_HasMaterial_ATX_Pickaxe_Gilded",2,"",""
"00537b42","ATX_mod_Pickaxe_Melee_Paint_Flame","Flame Paint","00537b42","001a001e_ap_melee_Appearance","005117b1_ma_Melee_Appearance / 0000283b_ma_Pickaxe"
"","","","00537b42","","","Set","MaterialSwaps","0053635e",3,"",""
"","","","00537b42","","","Add","Keywords","00537b48 / dn_HasMaterial_ATX_Pickaxe_Flame",2,"",""
"005377b3","ATX_mod_FireAxe_Weapon_Paint_ServiceAward","Service Award Paint","005377b3","001a001e_ap_melee_Appearance","00054acd_ma_FireAxe / 005117b1_ma_Melee_Appearance"
"","","","005377b3","","","Set","MaterialSwaps","00536354",3,"",""
"","","","005377b3","","","Add","Keywords","005377ae / ATX_dn_Weapon_Melee_FireAxe_ServiceAward",2,"",""
"005377b0","ATX_mod_FireAxe_Weapon_Paint_Yellow","Yellow Paint","005377b0","001a001e_ap_melee_Appearance","00054acd_ma_FireAxe / 005117b1_ma_Melee_Appearance"
"","","","005377b0","","","Set","MaterialSwaps","00536356",3,"",""
"","","","005377b0","","","Add","Keywords","005377ad / dn_hasMaterial_ColorYellow",2,"",""
"005377b1","ATX_mod_BlackPowder_Weapon_Paint_Pioneer","Pioneer Scout Paint","005377b1","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0000a59f_ma_blackpowderrifle"
"","","","005377b1","","","Set","MaterialSwaps","00535df4",3,"",""
"","","","005377b1","","","Add","Keywords","00538616 / ATX_dn_Weapon_Ranged_PioneerScout",2,"",""
"005377b2","ATX_mod_FireAxe_Weapon_Paint_Survival","Survival Paint","005377b2","001a001e_ap_melee_Appearance","00054acd_ma_FireAxe / 005117b1_ma_Melee_Appearance"
"","","","005377b2","","","Set","MaterialSwaps","00536355",3,"",""
"","","","005377b2","","","Add","Keywords","005377ac / ATX_dn_Weapon_Melee_FireAxe_Survival",2,"",""
"0053767e","ATX_mod_melee_Knife_Dagger","","0053767e","0032cd06_ap_Weapon_Model_Replacement","00187a0b_ma_Knife"
"","","","0053767e","","","Add","Keywords","0053767b / ATX_dn_Weapon_Melee_Knife_Dagger",2,"",""
"00536b8c","ATX_mod_Camera_MoleMiner","Mole Miner Camera Paint","00536b8c","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 003f121e_ma_Camera_SnapMatic"
"","","","00536b8c","","","Set","MaterialSwaps","0042e698",3,"",""
"","","","00536b8c","","","Add","Keywords","00536b8a / ATX_dn_Weapon_Camera_MoleMiner",2,"",""
"0053adba","zzzmod_melee_SkiSword_Babylon","Invalid Item","0053adba","0005524c_ap_melee_MeleeMod","001c9e79_ma_CanHaveNullMeleeMod / 000360cc_ma_SkiSword"
"0053adb6","zzzmod_melee_Hatchet_Babylon","Invalid Item","0053adb6","0005524c_ap_melee_MeleeMod","00054ace_ma_hatchet"
"0053adb4","zzzDLC03_mod_LeverGun_Muzzle_compensator_Base_Babylon","Invalid Item","0053adb4","0002249c_ap_gun_Muzzle","0011149f_DLC03_ma_LeverGun"
"0053adb2","zzzDLC03_mod_LeverGun_Barrel_Short_Recoil-HipAccuracy_Babylon","Invalid Item","0053adb2","0002249d_ap_gun_Barrel","0011149f_DLC03_ma_LeverGun"
"0053adb8","zzzmod_melee_BoneHammer_Babylon","Invalid Item","0053adb8","0005524c_ap_melee_MeleeMod","00508d79_ma_BoneHammer"
"00538e16","zzzmod_UltraciteLaserGun_receiver_Base_Babylon","Invalid Item","00538e16","00024004_ap_gun_receiver","0039cb76_ma_UltraciteLaserGun"
"00538e14","zzzmod_UltraciteLaserGun_Barrel_Spinning_Recoil-HipAccuracy_Babylon","Invalid Item","00538e14","0002249d_ap_gun_Barrel","0039cb76_ma_UltraciteLaserGun"
"00538254","Babylon_mod_LaserGun_Weapon_Paint_HotRodFlamesDUPLICATE000","Hot Rod Flames Paint","00538254","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 000d1052_ma_LaserGun"
"","","","00538254","","","Add","Keywords","00499f7a / NonPlayerTradable",2,"",""
"","","","00538254","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","00538254","","","Add","Keywords","00238415 / dn_HasMaterial_Flames",2,"",""
"","","","00538254","","","Add","MaterialSwaps","00538235",3,"",""
"00538250","Babylon_mod_Minigun_Weapon_Paint_VaultTec","Vault-Tec Paint","00538250","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00123688_ma_Minigun"
"","","","00538250","","","Add","Keywords","00499f7a / NonPlayerTradable",2,"",""
"","","","00538250","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","00538250","","","Add","Keywords","00479913 / dn_HasMaterial_ATX_VaultTec",2,"",""
"","","","00538250","","","Add","MaterialSwaps","00538237",3,"",""
"00538251","Babylon_mod_MissileLauncher_Weapon_Paint_Shi","Shi Paint","00538251","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00188a0c_ma_MissileLauncher"
"","","","00538251","","","Add","Keywords","00499f7a / NonPlayerTradable",2,"",""
"","","","00538251","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","00538251","","","Add","Keywords","0053c0c4 / dn_HasMaterial_PA_ATX_Shi",2,"",""
"","","","00538251","","","Add","MaterialSwaps","00538219",3,"",""
"0053824c","Babylon_mod_Minigun_Weapon_Paint_BrotherhoodOfSteel01","Brotherhood of Steel Paint","0053824c","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00123688_ma_Minigun"
"","","","0053824c","","","Add","Keywords","00499f7a / NonPlayerTradable",2,"",""
"","","","0053824c","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","0053824c","","","Add","Keywords","0053c0c0 / dn_HasMaterial_ATX_BOS",2,"",""
"","","","0053824c","","","Add","MaterialSwaps","00538236",3,"",""
"0053824f","Babylon_mod_Minigun_Weapon_Paint_HotRodShark","Hot Rod Shark Paint","0053824f","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00123688_ma_Minigun"
"","","","0053824f","","","Add","Keywords","00499f7a / NonPlayerTradable",2,"",""
"","","","0053824f","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","0053824f","","","Add","Keywords","00238413 / dn_HasMaterial_Shark",2,"",""
"","","","0053824f","","","Add","MaterialSwaps","00538223",3,"",""
"0053824b","Babylon_mod_LaserGun_Weapon_Paint_CamoBlue","Blue Camouflage Paint","0053824b","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 000d1052_ma_LaserGun"
"","","","0053824b","","","Add","Keywords","00499f7a / NonPlayerTradable",2,"",""
